time,x,y
273.00,-1,-1
274.00,-1,-1
275.00,-1,-1
276.00,-1,-1
277.00,-1,-1
278.00,-1,-1
279.00,-1,-1
280.00,-1,-1
281.00,-1,-1
282.00,-1,-1
283.00,-1,-1
284.00,-1,-1
285.00,-1,-1
286.00,-1,-1
287.00,-1,-1
288.00,-1,-1
289.00,-1,-1
290.00,-1,-1
291.00,-1,-1
292.00,-1,-1
293.00,-1,-1
294.00,-1,-1
295.00,-1,-1
296.00,-1,-1
297.00,-1,-1
298.00,-1,-1
299.00,-1,-1
300.00,-1,-1
301.00,-1,-1
302.00,-1,-1
303.00,-1,-1
304.00,-1,-1
305.00,-1,-1
306.00,-1,-1
307.00,-1,-1
308.00,-1,-1
309.00,-1,-1
310.00,-1,-1
311.00,-1,-1
312.00,-1,-1
313.00,-1,-1
314.00,-1,-1
315.00,-1,-1
316.00,-1,-1
317.00,-1,-1
318.00,-1,-1
319.00,-1,-1
320.00,-1,-1
321.00,-1,-1
322.00,-1,-1
323.00,-1,-1
324.00,-1,-1
325.00,-1,-1
326.00,-1,-1
327.00,-1,-1
328.00,-1,-1
329.00,-1,-1
330.00,-1,-1
331.00,-1,-1
332.00,-1,-1
333.00,-1,-1
334.00,-1,-1
335.00,-1,-1
336.00,-1,-1
337.00,-1,-1
338.00,-1,-1
339.00,-1,-1
340.00,-1,-1
341.00,-1,-1
342.00,-1,-1
343.00,-1,-1
344.00,-1,-1
345.00,-1,-1
346.00,-1,-1
347.00,-1,-1
348.00,-1,-1
349.00,-1,-1
350.00,-1,-1
351.00,-1,-1
352.00,-1,-1
353.00,-1,-1
354.00,-1,-1
355.00,-1,-1
356.00,-1,-1
357.00,-1,-1
358.00,-1,-1
359.00,-1,-1
360.00,-1,-1
361.00,-1,-1
362.00,-1,-1
363.00,-1,-1
364.00,-1,-1
365.00,-1,-1
366.00,-1,-1
367.00,-1,-1
368.00,-1,-1
369.00,-1,-1
370.00,-1,-1
371.00,-1,-1
372.00,-1,-1
373.00,-1,-1
374.00,-1,-1
375.00,-1,-1
376.00,-1,-1
377.00,-1,-1
378.00,-1,-1
379.00,-1,-1
380.00,-1,-1
381.00,-1,-1
382.00,-1,-1
383.00,-1,-1
384.00,-1,-1
385.00,-1,-1
386.00,-1,-1
387.00,-1,-1
388.00,-1,-1
389.00,-1,-1
390.00,-1,-1
391.00,-1,-1
392.00,-1,-1
393.00,-1,-1
394.00,-1,-1
395.00,-1,-1
396.00,-1,-1
397.00,-1,-1
398.00,-1,-1
399.00,-1,-1
400.00,-1,-1
401.00,-1,-1
402.00,-1,-1
403.00,-1,-1
404.00,-1,-1
405.00,-1,-1
406.00,-1,-1
407.00,-1,-1
408.00,-1,-1
409.00,-1,-1
410.00,-1,-1
411.00,-1,-1
412.00,-1,-1
413.00,-1,-1
414.00,-1,-1
415.00,-1,-1
416.00,-1,-1
417.00,-1,-1
418.00,-1,-1
419.00,-1,-1
420.00,-1,-1
421.00,-1,-1
422.00,-1,-1
423.00,-1,-1
424.00,-1,-1
425.00,-1,-1
426.00,-1,-1
427.00,-1,-1
428.00,-1,-1
429.00,-1,-1
430.00,-1,-1
431.00,-1,-1
432.00,-1,-1
433.00,-1,-1
434.00,-1,-1
435.00,-1,-1
436.00,-1,-1
437.00,-1,-1
438.00,-1,-1
439.00,-1,-1
440.00,-1,-1
441.00,-1,-1
442.00,-1,-1
443.00,-1,-1
444.00,-1,-1
445.00,-1,-1
446.00,-1,-1
447.00,-1,-1
448.00,-1,-1
449.00,-1,-1
450.00,-1,-1
451.00,-1,-1
452.00,-1,-1
453.00,-1,-1
454.00,-1,-1
455.00,-1,-1
456.00,-1,-1
457.00,-1,-1
458.00,-1,-1
459.00,-1,-1
460.00,-1,-1
461.00,-1,-1
462.00,-1,-1
463.00,-1,-1
464.00,-1,-1
465.00,-1,-1
466.00,-1,-1
467.00,-1,-1
468.00,-1,-1
469.00,-1,-1
470.00,-1,-1
471.00,-1,-1
472.00,-1,-1
473.00,-1,-1
474.00,-1,-1
475.00,-1,-1
476.00,-1,-1
477.00,-1,-1
478.00,-1,-1
